"species";"b1";"b2";"d0";"d1";"d2";"K";"Q";"Volume"
"sp49";0.442680191195253;0.0516216980672701;0.521056182159333;1.21631353950141e-05;0.377973926843937;7.83300525195229;3.0045003958747e-06;4208.40370450169
"sp50";0.336593268079824;0.054134872334268;0.452887050861274;2.6324726315445e-06;0.425918250043991;4.97534184107412;1.35137518027286e-06;170.358409350738
"sp51";0.139770437273467;0.078298084708666;0.221136761679749;5.55505501369642e-06;0.345566830002149;25.990061651594;3.02522229483524e-07;61.2073058765382
"sp52";0.235849446851599;0.0617704685090688;0.328762220114601;5.07678464395061e-05;0.317856622172637;3.36798982335382;1.32504347557545e-06;115.999274764908
"sp53";0.227812844562949;0.0769421012940556;0.265659792462282;2.28179774641869e-08;0.60220711452082;7.8191321115395;1.47865416570256e-06;103.557544494979
"sp54";0.235419477056446;0.0844551422666524;0.356088249440028;0.000200010039591362;0.296701316884547;16.7802411211827;3.6474774286636e-09;20.4360865373164
"sp55";0.432971419443953;0.0513391462890135;0.528313049598472;1.21447278713932e-05;0.376717045850326;8.82627750801743;3.01650151205585e-06;4225.21366793662
"sp56";0.320522373985779;0.0539733187822929;0.447450252847297;1.33033653626697e-06;0.447075851429971;6.00447718685023;1.31440113934969e-06;165.69735082984
"sp57";0.106875708937561;0.0851311260378828;0.261692586088939;8.25705469547723e-06;0.335827332204364;30.233459893032;3.06126166625369e-07;61.9364664522
"sp58";0.20579141050905;0.0637668611494187;0.305053370874487;2.22153156033025e-05;0.342754775076797;4.58246330880735;1.45283286899441e-06;127.186437475029
"sp59";0.211226066479179;0.0785747130100703;0.26054811454016;1.47484105513724e-08;0.616709994346144;8.06070678077467;1.54897558043475e-06;108.482504775748
"sp60";0.275174821951136;0.080242726403396;0.366532461693818;0.000167554289293509;0.30324767740947;16.8562005001275;3.69405657443422e-09;20.69706017524
"sp61";0.332033099694319;0.0557525834264082;0.361659167566422;8.31192955947023e-06;0.363935779742635;9.74629550511483;3.10806034593878e-06;4353.46012655646
"sp62";0.248002954547826;0.0573857235590491;0.287471899396916;6.71708392150233e-07;0.43779967795113;7.14294292823664;1.39521383400149e-06;175.88484155573
"sp63";0.159415843050829;0.0733705583731298;0.301843653761047;2.6516598040497e-05;0.2833890922068;56.6910883855635;3.00945555423238e-07;60.8883079250809
"sp64";0.251131425862806;0.0575986452772807;0.358195907989976;8.10860849546443e-05;0.282328793246569;2.56428277551285;1.52203086780908e-06;133.244289783761
"sp65";0.23255533944828;0.0724387873588497;0.261058025774045;4.09257934711006e-08;0.53527782078942;8.20960232172566;1.55985039284706e-06;109.244122263044
"sp66";0.175132909031222;0.0918036959895847;0.363652600380756;0.00081939229537572;0.235819701224954;17.9397128765397;3.53310385205906e-09;19.7952742623165
"sp67";0.445154487141663;0.051171804032763;0.506903533658758;6.05468636802521e-06;0.376258788061937;7.67500385982657;2.69403876772e-06;3773.5401019454
"sp68";0.366970489283833;0.0519974190602469;0.458808419233239;3.46597671859014e-06;0.390116670405137;4.87236899347457;1.31245816262504e-06;165.452413355
"sp69";0.19055720250857;0.0688782203417687;0.263230189285195;9.74566398142188e-06;0.307059222872077;45.1575209301582;3.24274313183927e-07;65.6082599577494
"sp70";0.287180735393974;0.0566715161355379;0.354752372956065;7.83737661414435e-05;0.285294611046963;3.14825785843282;1.42306652982055e-06;124.580580519978
"sp71";0.202695441908295;0.0752495293718259;0.255965768098585;2.74038895222673e-08;0.547545692797084;8.10833561351156;1.29511864367717e-06;90.7036342099309
"sp72";0.0895929056811484;0.109671180148316;0.280567466654137;1.80894191635402e-05;0.363993174464939;15.8899325999795;3.44989206068106e-09;19.3290552375838
"sp73";0.456705315359432;0.0512949496504172;0.502589778861771;9.21470426946793e-06;0.363732547802629;7.14985637523152;2.77030004992014e-06;3880.35927992314
"sp74";0.386240017309878;0.0519329992928912;0.472603181129939;6.34820637287979e-06;0.372728955535738;4.21342910599175;1.34703998446003e-06;169.811901560985
"sp75";0.214231007283142;0.0657458256734942;0.225959870657379;5.77286455680268e-06;0.31918108174829;37.4511287852495;2.89887776459703e-07;58.6510612259153
"sp76";0.37198224646831;0.0529867130465923;0.470605992749187;0.000518364515147491;0.232041415117604;1.73041802985165;1.42032211860402e-06;124.340324470541
"sp77";0.189028653764233;0.0764920529705504;0.25106813859888;1.17554106571363e-08;0.573702852041441;8.39029550365521;1.38973922090328e-06;97.3303863359615
"sp78";0.0746947353248878;0.116090785368003;0.309151391886833;0.000156102124913933;0.29195466301445;16.4681478156482;3.32098169178606e-09;18.6067962227389
"sp79";0.308669952923863;0.0561257325890675;0.371185029193532;5.97084465063235e-06;0.373120422100717;10.726536804617;2.7168118634607e-06;3805.4383771494
"sp80";0.220124212801376;0.058480314262919;0.287423756609243;4.57979011768884e-07;0.448051213381548;8.21205965138932;1.40149980738781e-06;176.67727021873
"sp81";0.107759839398709;0.0780214223801445;0.220456125240566;3.17878562943479e-06;0.333077348829859;24.3002210518518;3.38537873270205e-07;68.4941109796055
"sp82";0.19355398280404;0.0615998978224687;0.308988663472424;2.82054521186474e-05;0.311347508759545;3.58303678596946;1.43236421869657e-06;125.394535070518
"sp83";0.175347510138882;0.0781036272954954;0.251232759707511;1.10978097365216e-08;0.575378888880653;8.3381977943877;1.3586299291381e-06;95.1516470871866
"sp84";0.161166770033308;0.0933437340708898;0.335728110688138;0.000145731550162533;0.292932905601091;17.1808983025791;3.46474847208118e-09;19.4122927393764
"sp85";0.306589070809304;0.0556279934601364;0.390072413192022;9.01584425136631e-06;0.359516839558077;11.3135731660488;3.03898106093171e-06;4256.70077204704
"sp86";0.212331534265227;0.0582260995606949;0.298153517347637;2.22086673095804e-07;0.469917856919049;9.45160943686302;1.49277796164424e-06;188.184068178758
"sp87";0.077370359213368;0.0865266951674855;0.255880606950127;9.93320990829333e-06;0.306573905117383;27.4751020466177;3.11198396309827e-07;62.9626968693919
"sp88";0.172936071933176;0.0630414952886796;0.299430825410551;1.48102110191054e-05;0.329155915424986;4.58755705440576;1.44945507511542e-06;126.890732732136
"sp89";0.161790011626295;0.079745775049952;0.250316387365602;2.95739266409583e-09;0.616863036751078;8.4892113878313;1.32151915081882e-06;92.5525937275961
"sp90";0.188076840130395;0.0893442470292643;0.340806645669195;0.00011037184455279;0.302632347618342;17.4440379427463;3.49889554160741e-09;19.603611940518
